meal_id,num_orders
1062,423.16557421208586
1109,571.9214118915035
1198,242.1017593913457
1207,166.6533407366278
1216,55.03496647756575
1230,171.5958496184627
1247,32.27964922048998
1248,88.01187242177281
1311,318.1719350704827
1438,90.09897377423033
1445,108.89493163359721
1525,183.7138583181964
1543,77.27989449003518
1558,159.69138056975896
1571,89.76546220350255
1727,425.2861889367816
1754,612.4738591448078
1770,28.540706375336725
1778,297.4897041632947
1803,316.00727428326917
1847,67.98114593535749
1878,146.48304360216585
1885,752.4563649477101
1902,31.008002371072912
1962,291.14450242936834
1971,515.9989191136732
1993,598.8535444404462
2104,67.86465846414934
2126,61.57444616177228
2139,42.81346218676256
2290,877.2044352666547
2304,62.978296816866475
2306,61.080299011333494
2322,208.89120159970915
2444,103.6130592503023
2490,401.11657834973505
2492,57.593157109358344
2494,87.23894436519258
2539,309.4945938187733
2569,352.51073052119676
2577,117.8879658474674
2581,216.67268786127167
2631,104.23905144387072
2640,194.04112775658322
2664,395.90094387496197
2704,164.19284476607888
2707,533.3805627978063
2760,140.6620628856891
2826,460.35118024780684
2867,88.2260257043994
2956,92.51883097318469
