center_id,meal_id,checkout_price,base_price,homepage_featured,emailer_for_promotion,discount,discount_pct,price_diff,weekofyear,num_orders_lag_1,num_orders_lag_2,num_orders_lag_3,num_orders_lag_5,num_orders_lag_10,rolling_mean_3,rolling_mean_5,rolling_mean_10,rolling_std_3,rolling_std_5,rolling_std_10,emailer_for_promotion_rolling_sum_3,homepage_featured_rolling_sum_3,category_Beverages,category_Biryani,category_Desert,category_Extras,category_Fish,category_Other Snacks,category_Pasta,category_Pizza,category_Rice Bowl,category_Salad,category_Sandwich,category_Seafood,category_Soup,category_Starters,cuisine_Continental,cuisine_Indian,cuisine_Italian,cuisine_Thai,center_type_TYPE_A,center_type_TYPE_B,center_type_TYPE_C
-24.547834197398068,-4.205795394432368,22.72765030888295,-4.387531966167575,-29.796538372700898,-62.5306441989507,4.877739717494615,13.436404603414614,156.36995321166106,23.224691771979103,-137.3147935383218,0.978557592624839,-15.934099084868352,9.369801384127896,3.931619055432573,-27.715751876031955,-17.195482755185854,-33.543335310043574,-1.6149087082265927,-11.108477348626161,-0.4114180472746041,4.310136861356632,-0.005247801214783153,1.5337143636235258,0.0,0.0,0.9143675557891996,-0.008550551380176753,-0.3362340941030968,0.6136573449958312,-0.6823286200754215,-4.871420630643333,-1.6898948427416716,-3.941803914635318,0.00797139839931599,0.08880705548303844,0.01294801131674254,-3.695723998136994,-21.862490327813823,-5.999026045728838,0.30786233238610095,-0.39472535380480944,-6.20081368208185,2.4178212909414403
-1.1745419165336126,-1.40421253447743,2.682257652181908,-0.22675875474376772,-12.132350799089364,-17.147376391434225,-1.982504420442021,-5.585218841316212,-2.501385671082762,-2.6235603886120047,24.10618537266585,-3.9070379696690853,-0.843011632489553,3.334253798666712,-2.8799186397038543,21.551024806736574,14.97251710019891,-17.434016542067038,-0.03304166755272625,-0.3782211667730996,-2.1836687129288106,2.5248943437947884,4.957135313612166,-0.06641100839801894,0.0,0.0,0.05378415355002736,-0.004597486276101791,0.13725978496866698,0.5961900903871546,-1.0988023329298442,-2.028045299676268,5.986478926520757,-1.199420371649794,0.040412740250001244,0.008939169991314852,0.012322988905252453,-0.16056735335684472,1.582521519386353,1.5256738754169104,0.06082376710755693,0.11100234871119742,-0.30207138197714,-0.9390955890057451
-1.4990220861215113,-1.3666369115248869,-2.613034532669533,0.6357135022382523,-8.336696289310696,-10.23340993423178,-2.2975027135044863,-5.324207817061331,-4.7206666347935835,0.33965819475913817,-37.24678882069776,-3.6119434368273198,-2.328763545112472,-0.9141274342711349,0.09521312045650732,-14.461252728768757,-18.148796378862137,-25.827357136549292,-0.1361164867066074,0.6339018449723361,3.477869111461323,-4.990547400788155,3.3986794692194953,-0.7331524623191773,0.0,0.0,-0.015022452969655027,-0.004597486276101791,0.032605954673155725,0.16592945576706897,-0.834224891810125,-1.573013493265178,-0.2654724719266524,-1.160742126956021,0.03884209808546963,0.0038884491055742416,0.017673722416572894,-0.526587148476557,0.9358383546157737,-0.6403298051307488,0.023789747393066746,0.0238744327522575,-0.3899005245695928,0.1373058765275862
-0.48778679396625196,0.31358551493866577,-7.732574677126771,-0.3154209605934293,-6.602610064460158,-8.484201089363852,-1.4408229436798532,-3.5131597462268123,-1.90761064555814,3.76849095806589,-108.59051670871898,-4.140761003208511,-2.7175258731243472,-3.5556928655738385,-6.1820228670079285,-31.170930255401547,-18.78601188686775,-37.543728024811394,0.10246300611091821,1.1308102708027326,2.2341424749137446,1.599278672168175,3.1848949108540916,-0.06930975233691442,0.0,0.0,0.02531497994373587,-0.005406818202272289,0.011434745994057072,0.115648582257327,-0.2911606853477667,-1.4309874406489715,-0.20355838930568756,-0.887132514800013,0.016019822714189703,0.002560113810448167,0.006713368799595633,-2.131545818100402,-2.187423367876082,0.4170346840231317,-2.511824054378912,-0.07608671951824705,-0.26566961608822254,-0.6040641905339694
-0.5671787146716647,-1.4192757964034524,10.073742535558901,1.345946925805176,-7.258222421448085,-9.872122152793061,-1.3321309875173302,-4.509635589966232,-3.257305456139921,-3.429222505357405,-93.28127465526472,-3.5000931272021685,-2.590137889654848,-2.039497047742132,-2.5847440954691563,-23.50592039075519,-13.746615454044289,-30.975251700008133,-0.21867720409453686,0.5790374471645847,2.566479305560021,1.8585067067647574,3.375295918780878,-0.1600996261304805,0.0,0.0,0.002001362098381424,-0.004459928339801085,0.03889863072524888,0.16412068755368486,-0.7274758744552479,-1.711441646430822,-0.9352684782441614,-0.5909285858086725,0.03884209808546963,0.0026233058455922462,0.010047002057112099,-0.45328575685713696,1.0438980723708493,1.1304135251164817,0.004031781420379004,0.029034098278295263,-0.23313764480359384,0.14692253321670593
-0.956129552871283,-0.2533297493404602,-0.9300628792472658,0.830484452115605,-6.8109240014251915,-8.959356119754455,-1.4665610219915606,-3.823475955700072,-1.5946614711356524,-2.719956406481847,-106.16159044016867,-3.5016619843688153,-2.562772487215109,-2.8439248870098055,-4.10486223148395,-28.18622883015305,-16.56642612401771,-36.14269060430396,-0.10344473115249833,0.9925089257704003,2.5109443596324463,1.9501351030588963,3.597229817223136,-0.1339342862196833,0.0,0.0,0.05092383780088747,-0.005385382524754085,0.03637160069352945,0.14562690305511042,-0.8111143965099001,-1.3732764401581767,-0.5256140339143713,-0.8909314528171522,0.03884209808546963,0.0029860633789995494,-0.1250173397498718,-0.43336222222930915,0.6632944848258625,-0.5309461739197815,-0.009647394197834688,-0.0367515211173838,-0.3252766476841403,-0.8563225087757946
-5.719303008809655,-0.4768667366350593,-48.36539941079051,-5.62081869331925,42.98736984925937,-22.400764932764208,-5.728584898728396,-6.716316944954567,-7.890480897572075,-6.041911583768663,-106.11723641324369,-2.797782018406434,7.294466490300834,1.2165916522756661,11.43825512877823,31.40730498946706,15.239828880268837,56.27959892233894,-0.15070973157593373,-1.8236932496754914,-12.295224755791937,-6.042365577889444,-13.553355359802701,0.09463972068091761,0.0,0.0,0.033332223779937546,-0.005450067839028938,0.08453892712653388,0.2821428116821975,5.999684895308015,-2.118981966635115,-1.2740601404331777,-7.256589952670788,0.009387954574625918,0.0026235329816489458,0.009208703299974887,-9.6235309922974,1.780441398920492,-0.8031651149399655,0.0746930129690334,-3.1052605719432274,-0.525344377286726,-0.3530250821460288
1.126585900804367,-1.634537762288926,19.529910913194772,4.582026432713897,-14.825986757775313,-20.875031204206834,-4.601171218427378,-4.165928297245899,3.325018000240438,37.9546377804263,108.51482885653084,-10.756233351789579,4.396761242497428,3.462010345581439,5.7234012416037245,46.56880509615689,8.942335239111143,42.68389494223572,-0.3729784826170748,-0.4507628417065068,1.4862405290097453,2.8097320750236707,7.633290730165362,0.11716456008973673,0.0,0.0,0.8586607012749441,-0.004459928339801085,0.049902150367669165,0.5569411355182123,-0.4888659629609467,-0.19912928755811488,-0.361608591692958,-2.8512208667865964,0.015981702376323473,0.00873563171397873,0.021215622804832277,-0.03097178262470182,2.0733827275174708,-0.3536987959607524,26.30327372659424,0.14782388793656712,-0.10937646926312664,0.07371475140329177
0.025782907835514506,0.5507281628435416,3.3541662356579915,0.5667479147742058,-10.747898882652345,-11.903733064835144,-1.4446162967363159,-4.193670670885906,-2.0157628150248157,-27.056135238611823,18.240904226450947,2.962246879788659,-2.2860545252876663,1.8781422034478685,1.995360598790675,22.634388913631504,2.0988480533574156,-21.5463125235399,-0.6529979723116992,0.011073308638801498,2.153376589715721,2.8489104450947105,4.999271765340298,-0.10260067530198452,0.0,0.0,0.04366514465447319,-0.0243985522491331,0.13144899598668688,0.5879849102958228,-0.24724628747219268,-1.5097126170440567,-0.7247244576983548,-1.56179398069399,0.03884209808546963,0.00555973245396924,-0.2912134334882234,-0.030469179879214707,1.1996801283050749,-1.0745567556453097,0.2556916768359705,-0.09700951868230683,1.235603468305195,0.14504371049245784
0.8040185064879504,-0.27357198042392533,2.3041720575390223,-0.09325171099512145,-6.665579864212377,-8.089389117108661,-1.524758169493329,-3.3782812480626645,-1.3648137250119732,-5.325910522664042,-108.37151392673566,-3.9950926117934418,-2.661728181903822,-2.9994942997997645,-6.618376586928527,-30.912137264669433,-16.339228030378987,-38.30941680466882,0.00042912326472498494,1.330230947569972,2.337640244023698,2.3580182364894915,3.329186900361846,-0.1443972081420046,0.0,0.0,0.042572176818305635,-0.004459928339801085,0.03620242525575217,0.1548169960582875,-0.7995753736090949,-0.7540907934066691,-0.2233197213960056,-1.2960009076832555,0.03884209808546963,-0.4945958555123245,0.007240955839571324,-0.6377532692417007,0.8028228207055674,-0.23043074354043797,0.028676381997182615,0.009555881399552248,-0.2527769529993395,0.13588157887304758
