center_id,meal_id,checkout_price,base_price,homepage_featured,emailer_for_promotion,discount,discount_pct,price_diff,weekofyear,num_orders_lag_1,num_orders_lag_2,num_orders_lag_3,num_orders_lag_5,num_orders_lag_10,rolling_mean_3,rolling_mean_5,rolling_mean_10,rolling_std_3,rolling_std_10,homepage_featured_rolling_sum_3,price_diff_x_emailer,lag1_x_emailer,price_diff_x_home,lag1_x_home,category_Beverages,category_Biryani,category_Desert,category_Extras,category_Fish,category_Other Snacks,category_Pasta,category_Pizza,category_Rice Bowl,category_Salad,category_Sandwich,category_Seafood,category_Soup,category_Starters,cuisine_Continental,cuisine_Indian,cuisine_Italian,cuisine_Thai,center_type_TYPE_A,center_type_TYPE_B,center_type_TYPE_C
-1.0286306128602867,-0.15304851447930468,1.5567215407331898,1.3783768744162164,-0.32703953009515024,-2.636277021718383,-2.090135018232805,-1.938831207455257,5.348822919645091,15.27780754040077,-90.08839110134751,-4.465362789502133,-3.1564698538462994,-5.214143845192295,-5.3468288004328315,-21.816173044001843,-5.0669312871404895,-19.451363092584455,0.32791863150393863,2.4159958741104424,4.99519256400311,-4.437522478719502,-4.7169490257784155,-3.790672511380538,-6.430562708971489,0.12219523405438909,0.0,0.0,-0.011856791966409113,0.0,0.0,0.26043730133014587,-0.0017425716595223975,-3.052600067962655,-0.582827264768427,-2.0901320968565957,0.0,0.0,0.0,0.5944865706039144,0.6751471967353143,-3.014871664485822,0.6523270336413908,0.11343735583485012,-0.22276296457918168,0.33839281216028183
-1.7729244100174628,-0.3523579662473197,-5.764149608072147,0.19069811845423323,-1.1287646212078537,-1.6821126413503384,-3.7096522147290427,-6.084273538079638,14.81416645683582,-1.5132828221974943,234.48879632449578,-4.107751818709479,11.888205840895056,9.85380608091897,-6.195191340674543,42.19141602742074,-5.491803307373584,11.55912242359479,-2.0598575640169123,-2.068990241285459,8.660773099968006,-15.668054916127108,-6.64241320943965,-6.292334541763939,-18.92261892902993,-0.04253988498181361,0.0,0.0,-0.011856791966409113,0.0,0.0,0.04150326088253499,-0.0011630260083622353,-2.1893414147105297,9.381723171263685,-1.278291855948571,0.0,0.0,0.0,0.5805322781936059,0.3374485539986571,0.6843483578766286,-0.03017502930281879,0.04242392224374798,-0.18591103498969888,0.004935321729170565
-0.8199559413203664,0.07875774323412442,-8.860255555569971,-0.25385230738495823,-0.9963016811698073,-1.5789802739331706,-3.5585878352245763,-2.539232018595237,4.2686010325843755,-0.34008758842471903,16.658234344906383,-2.272340341488134,2.010206747422387,6.451051154321529,-1.2137018816661247,23.07670432705431,5.685903174757128,9.008076734685055,0.11509276872492474,2.8365142351142145,6.432968156809819,-10.667692094679849,-5.1720457850359605,-6.352070906895082,-6.276859500360906,0.04961939541732314,0.0,0.0,-0.011856791966409113,0.0,0.0,0.016901987852340657,-0.0011630260083622353,-2.094756438317752,-0.5864831378817846,-1.4201947491135216,0.0,0.0,0.0,-4.051166631434284,0.518073984585676,-0.32195140751643875,-0.0459618414983811,0.028129324613295318,-0.20635240217815262,0.3682086486443913
-0.8415282834800794,0.2054170186463486,11.77317336447867,1.8824527752518123,9.460341491770171,-2.3528284304581075,9.13198168630714,4.684007920533175,-0.40376116569153814,-0.4037770213782856,43.722709902446425,18.703027930784696,8.410414278233503,-3.234964919939364,-15.117104841423835,47.195701652621885,3.3141177273794007,-11.160607725933117,-3.8343047424543855,-4.422729381346965,-44.8935590254139,-12.648892349600253,-5.79381600734592,-9.09486544873605,71.36473382644543,-0.018125749439596116,0.0,0.0,-0.011856791966409113,0.0,0.0,0.013291073199890337,-0.0011630260083622353,-1.726476610317891,-0.6818954108746302,-5.665294456633978,0.0,0.0,0.0,0.02984754472077799,0.4284652172702355,-0.48998888592286055,0.04957536906621546,0.1603051651424954,-0.19104387010736174,0.20848883986837158
24.27206653689242,0.25519998885242196,-36.907301862105,-1.0019362113533639,3.530508948143279,-4.928809149779977,25.59218819829765,37.98239493904774,41.06654548749741,-7.257705433407297,449.7711314076341,66.16806185189161,19.583355533612643,-2.9346861506834805,-8.289292169802334,66.91009665559527,-0.397862055233215,14.492425117841908,-2.1335622527048965,-21.398003004349107,-79.14481808487136,-20.467945271214912,-12.633827167077522,3.3742106391601006,77.14889977194962,-0.026667939604190123,0.0,0.0,-0.007308653789696532,0.0,0.0,0.011734847815459276,0.012691933282620327,-4.484506456608746,-0.3566038427255116,-2.3287000495719616,0.0,0.0,0.0,-1.1918853938073581,0.8000229703630589,-1.475724887190648,0.0012390781947436672,-0.11718125718847172,0.6756811646469826,2.533033298680696
-1.6754839666790562,-0.09196433720136583,0.3907154890776034,0.9662057062707188,-1.2709240617831343,-2.4952372981137065,-1.8588509752349998,-2.4157285141852936,2.011390371070551,2.8424990490409154,-86.97704974336703,-8.629871015909607,-1.4028438096885034,-4.583527263775212,-5.575115104133369,-24.948451172768415,-7.116025456167566,-19.385337959302703,0.2971018679749156,4.080145172330793,-10.420909479475807,-4.494329729086836,-5.229109967366306,-3.407871637155234,-6.2041544093756,-0.05180997157498011,0.0,0.0,-0.011856791966409113,0.0,0.0,0.016901987852340657,-0.0017425716595223975,-1.8174758300908023,-0.5873496933640941,-1.3743500250329468,0.0,0.0,0.0,0.07304046229958878,0.5069776382270904,-0.228727038409645,0.021837112208089045,0.15698126058396744,-0.1970407904097339,0.33521382206837524
-1.4894950375436542,0.0960880328182125,2.421803308719253,4.008382929141563,12.243879206260333,-1.6194397406830914,6.151607276517277,-7.161091977082081,7.367299578422202,-1.9380748599409106,-6.0974911083623935,-1.700479253551071,-5.42367340791218,8.55142659094875,-1.2358661449968034,-4.538796665159025,9.01781694047933,25.456386804156246,-0.213031166280376,1.2152957396734227,16.00556271956133,-8.592838037827214,-4.12206142661538,129.94379937567373,36.74682284465099,-0.062432805214056,0.0,0.0,-0.011856791966409113,0.0,0.0,0.013953226293284014,-0.0011630260083622353,-8.37591754468784,-0.7310770775254,-15.946028905004905,0.0,0.0,0.0,0.5102287657567892,0.5069776382270904,-5.850116063634388,0.10523334459419571,0.16017847623993242,0.24590268668272852,0.35479073031225417
-0.9585005773732295,-0.14847663031021918,-14.761698798752828,-0.14079480792477123,-0.9282421290833753,-2.1864239196665376,4.690539564809583,3.587924048326618,1.4578835933018661,-1.1930449202837832,-71.37307792916036,-7.925362804688973,-5.853035882261395,-7.469080077336186,-5.3843043634660965,-26.355154912256392,-8.898340916768483,-19.94566230954034,-0.08996873545476587,2.6925777267337194,4.686807685603109,-4.443817382196708,-4.666668812225947,-3.4396272930386322,-6.156585937104463,-0.041924422571244534,0.0,0.0,-0.011856791966409113,0.0,0.0,0.016901987852340657,0.024219220601188106,-1.5885468859383312,-0.9547148107788749,-1.5728580510762513,0.0,0.0,0.0,-0.3268672519286584,0.4350633402062613,-0.16428597377701143,-0.01812107833954614,-0.029967195736061228,-0.19647249914284162,-1.1896046626618992
-1.8744509096225177,0.12019372807725445,-13.494439210084927,-0.5951536422943806,-1.0887247461555936,-2.680757570081955,3.4186842851125663,3.7211615541175007,1.5208302147311978,-0.1448995456133951,-101.37151389039649,-11.571468250737338,-7.462434900382539,-7.800635208733673,0.1964956420950712,-33.925541653661966,-8.164925525661314,-26.067333752799936,0.09910765372579687,3.674293877114181,4.346401849059683,-4.21906007222601,-5.077196578326824,-3.4590970717303513,-6.459904247944789,-0.026032323471350417,0.0,0.0,-0.011856791966409113,0.0,0.0,0.016901987852340657,-0.0017425716595223975,-3.108263746692293,-1.0750369466244114,-1.8754244375856344,0.0,0.0,0.0,0.030183253946538022,-2.312553823416335,-0.2950683139381713,-0.01812107833954614,-0.030363629336853812,-0.1868164017679099,-1.172013544935083
-0.9804393947566968,0.08667014154865137,-9.729540810533514,-0.11401289834193545,-1.0750246268144943,-2.5801797265715236,-1.2320161109249745,-2.190191524380176,-31.121693189233525,-1.3700534776349127,-73.65401246210206,-8.881875342784147,-4.899277022534945,-6.178614679458119,-7.374059740613881,-31.955129322456454,-8.75351046406303,-24.923703558760597,0.35857626410240395,4.7347878768386735,4.682258586137381,-4.414750977264792,-4.959750744977372,-3.5778129048457323,-6.112677827442911,-0.04264994257877877,0.0,0.0,-0.12742688030754473,0.0,0.0,-0.16586553980357763,-0.0017425716595223975,-1.992714102181696,-0.5515509753295892,-1.3022966023142106,0.0,0.0,0.0,0.0796447240169169,0.4106467141701716,0.4063116997539973,-0.019472728336397557,0.026961155104835117,-0.1989399380541523,0.33242189434544717
