center_id,meal_id,num_orders
10,1062,949.9448275862069
10,1109,1528.8620689655172
10,1198,347.53793103448277
10,1207,215.49305555555554
10,1216,146.43356643356643
10,1230,158.78620689655173
10,1247,34.40163934426229
10,1248,225.86206896551724
10,1311,604.8689655172413
10,1438,70.98601398601399
10,1445,203.73103448275862
10,1525,612.1386861313869
10,1543,245.28275862068966
10,1558,238.44444444444446
10,1571,234.4268292682927
10,1727,1077.7586206896551
10,1754,907.8482758620689
10,1770,60.388888888888886
10,1778,660.3793103448276
10,1803,532.2344827586207
10,1847,37.622950819672134
10,1878,209.64827586206897
10,1885,1476.1793103448276
10,1902,76.56643356643356
10,1962,546.6068965517242
10,1971,594.1793103448276
10,1993,909.5310344827586
10,2104,193.26470588235293
10,2126,187.6993006993007
10,2139,120.48275862068965
10,2290,1910.2344827586207
10,2304,182.14788732394365
10,2306,186.2896551724138
10,2322,228.84137931034482
10,2444,193.0758620689655
10,2490,545.8130081300814
10,2492,185.84827586206896
10,2494,82.24647887323944
10,2539,694.351724137931
10,2569,638.453781512605
10,2577,290.99310344827586
10,2581,401.82758620689657
10,2631,320.5793103448276
10,2640,421.2413793103448
10,2664,828.296875
10,2704,420.30434782608694
10,2707,1383.6896551724137
10,2760,350.42758620689654
10,2826,918.0344827586207
10,2867,191.42758620689656
10,2956,284.7073170731707
11,1062,829.551724137931
11,1109,1073.7448275862068
11,1198,477.2986111111111
11,1207,174.20422535211267
11,1216,70.80434782608695
11,1230,193.32638888888889
11,1247,24.653465346534652
11,1248,132.28169014084506
11,1311,681.448275862069
11,1438,88.1418439716312
11,1445,153.17142857142858
11,1525,427.8905109489051
11,1543,81.4087591240876
11,1558,195.70833333333334
11,1571,107.32911392405063
11,1727,819.4689655172414
11,1754,877.1655172413793
11,1770,27.95145631067961
11,1778,720.4758620689655
11,1803,603.4206896551724
11,1847,56.059701492537314
11,1878,144.08965517241379
11,1885,1513.4275862068966
11,1902,29.47222222222222
11,1962,439.99310344827586
11,1971,721.5655172413793
11,1993,883.0896551724138
11,2126,81.15602836879432
11,2139,49.68115942028985
11,2290,1355.3517241379311
11,2304,87.29577464788733
11,2306,87.3206106870229
11,2322,296.95862068965516
11,2444,158.28776978417267
11,2490,716.188524590164
11,2492,60.80451127819549
11,2494,67.80851063829788
11,2539,643.303448275862
11,2569,334.01680672268907
11,2577,176.9142857142857
11,2581,231.82758620689654
11,2631,136.70138888888889
11,2640,271.4
11,2664,625.5593220338983
11,2704,284.27142857142854
11,2707,1242.848275862069
11,2760,246.26206896551724
11,2826,878.4275862068965
11,2867,119.77536231884058
11,2956,109.38271604938272
13,1062,1096.5862068965516
13,1109,1852.806896551724
13,1198,618.9103448275862
13,1207,144.47222222222223
13,1216,146.67832167832168
13,1230,151.87234042553192
13,1247,82.94366197183099
13,1248,196.625
13,1311,787.7724137931034
13,1438,218.84027777777777
13,1445,277.4689655172414
13,1525,743.9926470588235
13,1543,182.07638888888889
13,1558,226.72413793103448
13,1571,284.2530120481928
13,1727,1169.151724137931
13,1754,1021.1793103448276
13,1770,64.07638888888889
13,1778,779.5241379310345
13,1803,776.5379310344828
13,1847,165.65734265734267
13,1878,288.0551724137931
13,1885,2305.751724137931
13,1902,75.21527777777777
13,1962,719.0068965517241
13,1971,826.3793103448276
13,1993,1982.1172413793104
13,2104,148.61764705882354
13,2126,181.05109489051094
13,2139,103.33566433566433
13,2290,2204.6620689655174
13,2304,143.86896551724138
13,2306,160.09027777777777
13,2322,288.27777777777777
13,2444,293.7931034482759
13,2490,639.639344262295
13,2492,123.10416666666667
13,2494,170.70833333333334
13,2539,786.9862068965517
13,2569,558.7083333333334
13,2577,340.5103448275862
13,2581,385.57241379310346
13,2631,243.00689655172414
13,2640,422.9862068965517
13,2664,868.6171875
13,2704,601.9117647058823
13,2707,2061.551724137931
13,2760,601.2068965517242
13,2826,1337.144827586207
13,2867,256.3448275862069
13,2956,307.95180722891564
14,1062,286.97241379310344
14,1109,404.5103448275862
14,1198,218.75
14,1207,192.1818181818182
14,1216,35.70992366412214
14,1230,185.8732394366197
14,1247,22.89010989010989
14,1248,76.5
14,1311,194.02758620689656
14,1438,34.67619047619048
14,1445,92.8923076923077
14,1525,98.64963503649635
14,1543,46.903703703703705
14,1558,117.96402877697842
14,1571,37.04
14,1727,302.13793103448273
14,1754,352.93793103448274
14,1770,20.586206896551722
14,1778,269.151724137931
14,1803,280.33103448275864
14,1847,37.03061224489796
14,1878,58.30714285714286
14,1885,645.0344827586207
14,1902,19.366197183098592
14,1962,253.625
14,1971,330.49305555555554
14,1993,451.58620689655174
14,2126,34.75454545454546
14,2139,32.662921348314605
14,2290,525.9793103448276
14,2304,37.19047619047619
14,2306,34.38157894736842
14,2322,267.4551724137931
14,2444,97.3157894736842
14,2490,359.4710743801653
14,2492,32.14529914529915
14,2494,25.728813559322035
14,2539,333.90344827586205
14,2569,171.21311475409837
14,2577,36.99180327868852
14,2581,190.47916666666666
14,2631,79.56338028169014
14,2640,78.67857142857143
14,2664,214.70866141732284
14,2704,53.08888888888889
14,2707,547.1172413793104
14,2760,72.87323943661971
14,2826,372.17931034482757
14,2867,67.10227272727273
17,1062,363.2413793103448
17,1109,482.3862068965517
17,1198,180.24827586206897
17,1207,124.822695035461
17,1216,36.07874015748032
17,1230,121.23188405797102
17,1247,25.63963963963964
17,1248,61.722627737226276
17,1311,230.9241379310345
17,1438,33.41975308641975
17,1445,99.78014184397163
17,1525,160.09489051094891
17,1543,50.57037037037037
17,1558,102.22302158273381
17,1571,60.370370370370374
17,1727,346.11724137931037
17,1754,295.7448275862069
17,1770,22.36904761904762
17,1778,257.35172413793106
17,1803,249.28275862068966
17,1847,27.855263157894736
17,1878,91.77622377622377
17,1885,616.6827586206897
17,1902,22.08888888888889
17,1962,259.4375
17,1971,319.2916666666667
17,1993,410.86206896551727
17,2126,41.976
17,2139,28.128440366972477
17,2290,467.68275862068964
17,2304,56.392857142857146
17,2306,53.285714285714285
17,2322,174.67857142857142
17,2444,100.69924812030075
17,2490,244.3739837398374
17,2492,35.611111111111114
17,2494,29.2
17,2539,318.9347826086956
17,2569,194.9655172413793
17,2577,67.71428571428571
17,2581,146.33802816901408
17,2631,57.21897810218978
17,2640,149.70138888888889
17,2664,285.296875
17,2704,115.31884057971014
17,2707,522.2896551724137
17,2760,154.98620689655172
17,2826,363.5310344827586
17,2867,94.18181818181819
20,1062,338.26206896551724
20,1109,492.0689655172414
20,1198,196.21527777777777
20,1207,74.5
20,1216,41.3359375
20,1230,86.8473282442748
20,1247,25.36082474226804
20,1248,74.7925925925926
20,1311,230.53103448275863
20,1438,62.03703703703704
20,1445,99.75
20,1525,186.49264705882354
20,1543,55.404580152671755
20,1558,109.19014084507042
20,1571,65.44871794871794
20,1727,295.9862068965517
20,1754,396.3034482758621
20,1770,24.102040816326532
20,1778,285.37931034482756
20,1803,229.8551724137931
20,1847,42.741379310344826
20,1878,76.5
20,1885,778.9172413793103
20,1902,31.6
20,1962,274.9655172413793
20,1971,292.9310344827586
20,1993,478.68275862068964
20,2104,42.64
20,2126,58.457364341085274
20,2139,39.56349206349206
20,2290,643.0896551724138
20,2304,52.370370370370374
20,2306,56.31578947368421
20,2322,140.54609929078015
20,2444,101.03030303030303
20,2490,260.8347107438017
20,2492,48.723880597014926
20,2494,39.93798449612403
20,2539,339.4068965517241
20,2569,179.38524590163934
20,2577,95.59310344827587
20,2581,163.69230769230768
20,2631,86.96527777777777
20,2640,145.83448275862068
20,2664,260.2109375
20,2704,138.86231884057972
20,2707,608.0758620689655
20,2760,121.17241379310344
20,2826,400.44827586206895
20,2867,83.16923076923077
20,2956,61.63291139240506
23,1062,434.15862068965515
23,1109,723.8275862068965
23,1198,91.37956204379562
23,1207,220.55944055944056
23,1216,40.93893129770992
23,1230,178.3916083916084
23,1247,18.972972972972972
23,1248,73.03676470588235
23,1311,126.04929577464789
23,1438,136.98620689655172
23,1445,107.1015625
23,1525,117.57777777777778
23,1543,62.49640287769784
23,1558,134.7007299270073
23,1571,95.09756097560975
